"ASV","s.high","s.low","index","stat","p.value","Domain","Phylum","Class","Order","Family","Genus","Species","Confidence"
"2331ae23e2d4cda16eeb5d6bd0f24e23",0,1,2,0.329690236697893,0.02,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.9820564"
"7fffa69a5a5d05b883cc82bd2782b129",0,1,2,0.512701111005831,0.005,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae","g__Citrifermentans",NA,"0.9560200"
"69c930d9a9ba6083453016db06e2e865",0,1,2,0.466252404120157,0.005,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.8344110"
"19c35ca006415d6052bc4c96644cfae1",0,1,2,0.399136160224594,0.045,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.9854652"
"4158da0e1d224a587a1cd5af0466e023",0,1,2,0.323064257030428,0.035,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.9848257"
"01347f84fcd3a5d4937870c00246cf6c",0,1,2,0.366630302705965,0.04,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.9896518"
"ee3843e9541a93b4fb78115be22fa2b0",0,1,2,0.748543117225335,0.005,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Desulfuromonadia","f__Desulfuromonadaceae","g__Desulfuromonas",NA,"0.7867370"
"5a423e4cc33b3adc46116a84b28daa4d",0,1,2,0.329690236697893,0.04,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae","g__Citrifermentans","s__uncultured_Desulfuromonadales","0.7268973"
"2637b979167abb2817f875adc45ca076",0,1,2,0.28232985128664,0.045,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.9874841"
"07e0fdade8eb4d1fdb1ba2781d61acc3",0,1,2,0.425628265379374,0.01,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.9680203"
"b48c1573d9893b3c0b84482204a6d380",0,1,2,0.361157559257308,0.01,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.9612414"
"6cf350da846d4ccc3083f8f9768d7897",0,1,2,0.60955636218508,0.005,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Desulfuromonadia","f__Geothermobacteraceae","g__Geothermobacter","s__denitrifying_bacterium","0.8705412"
"07701824c60901cb79ce9b34bd96fbaf",0,1,2,0.819980697934422,0.005,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.7324110"
"0ba90f1c89fb8792bd23adb27bfccaf8",1,0,1,0.264389000350375,0.025,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.7024226"
"eb3998fc309e4f2979b995b1c25148f8",0,1,2,0.605414629657146,0.005,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.7234708"
"951d93b93ef4dfad0b6178d7b2966045",0,1,2,0.318511028635303,0.02,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.9942124"
"c88a3f1cd0fc9b88a2a6f5c7137c1dfb",0,1,2,0.556955902254725,0.01,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.8952461"
"01ddc43b08fa5689f5baeddb0cfafd58",0,1,2,0.667303877803186,0.005,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.8217713"
"abf8e2e5ddd1a2cc62e6afecd007c7f6",0,1,2,0.604273448814267,0.005,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae","g__Geobacteraceae",NA,"0.7518944"
"41a16f13a69f4c2d6374351d135bb8f3",0,1,2,0.60554278131486,0.005,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.9257918"
"bb9990f8aa37ef15f0f8b839f1ea5ef1",0,1,2,0.744035535733432,0.005,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.9228747"
"d7799f5aa0658a5e05fe1e3a1bace27d",0,1,2,0.340502612303499,0.035,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.9301134"
"b1d3fdb637c253b20fcc415da7811e0b",1,0,1,0.384900179459751,0.005,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.8563654"
"c1b08d93441e2e4b2cc3473f8c675710",0,1,2,0.491656523760289,0.01,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae","g__Geotalea","s__uncultured_bacterium","0.7706864"
"418d0657feaf97ec501fa898a4455a5d",0,1,2,0.340502612303499,0.02,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.9914686"
"1a76aba3cb2b48823b8048342edcbec6",1,0,1,0.40945826615699,0.005,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae","g__Citrifermentans",NA,"0.8880894"
"9f9dee8d181872882d4a56d9be546d03",0,1,2,0.425969971041634,0.01,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.9938701"
"2c494d6ddb7fe305867f2606094e43c1",0,1,2,0.696154176756747,0.005,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae","g__Citrifermentans",NA,"0.7552213"
"eb0c0daeb1c603c8371d532a93cfb44a",0,1,2,0.294883912309794,0.045,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.9959747"
"0afac0e488935bdffbaff00e44a70536",0,1,2,0.589940478221945,0.005,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.9938957"
"17b7a48d49c0df68d809ed495e9d734c",1,0,1,0.294345815259395,0.005,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.9810008"
"5be7edfce5f87e5eab896f483368bb0f",1,0,1,0.235702260395516,0.02,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.9556211"
"eeebcfd8fc2a4892780f71eba44bae18",0,1,2,0.434057366141216,0.015,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae","g__uncultured",NA,"0.8680669"
"029cd6946af5c0edc5c87f14ebbcc3c7",0,1,2,0.758681971482015,0.005,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae","g__uncultured",NA,"0.8385792"
"81067d93537bdd0092829ae22e51a77a",0,1,2,0.562576800494991,0.005,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.9735085"
"a724e4cf131803ca678722f58eb4fe91",0,1,2,0.413626827736421,0.02,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae","g__uncultured",NA,"0.8084257"
"dd6aaf0d2cc4184694531c35c81afd0c",0,1,2,0.421484568635595,0.015,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.7767917"
"32e0149a29f5e452136b0405e2b3b784",1,0,1,0.304290309725092,0.005,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae","g__Geobacter",NA,"0.8541568"
"9e429afc91877f8f23d178cbd647b207",0,1,2,0.398196440636831,0.02,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.9276685"
"00f68212066f4c770219715bb66a4ac1",0,1,2,0.397598466182605,0.02,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.7543566"
"d058997ac0c473c9597c1def04fd74d7",0,1,2,0.390094748802747,0.01,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae",NA,NA,"0.8155194"
"ff59482b48af554f9276d0b9477f95ea",0,1,2,0.75084452362194,0.005,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae","g__Geobacter",NA,"0.9123876"
"cb5f0932736467ae344ee0109596e9c7",1,0,1,0.628389719830395,0.005,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae","g__uncultured",NA,"0.7474671"
"79a5f30e505847696014aaf2ceff19a4",1,0,1,0.31794947308769,0.01,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae","g__uncultured",NA,"0.7626207"
"af246e901d275c7e87b263e1979dcf3b",0,1,2,0.80546301606206,0.005,"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Geobacteraceae","g__Citrifermentans",NA,"0.8688941"
"8aed1cf738896f69938fdfce7c3f61fe",0,1,2,0.61832301256587,0.005,"d__Bacteria","p__Desulfobacterota","c__Syntrophobacteria","o__Syntrophobacterales","f__Syntrophobacteraceae","g__uncultured",NA,"0.8529092"
"89041f81cf03a23dc94f8600189f3b62",1,0,1,0.45133546692422,0.005,"d__Bacteria","p__Myxococcota","c__Myxococcia","o__Myxococcales","f__Anaeromyxobacteraceae","g__Anaeromyxobacter","s__metagenome","0.8173418"
"e72bcf7d197cafdde2876479fc4066c2",1,0,1,0.235702260395516,0.02,"d__Bacteria","p__Myxococcota","c__Myxococcia","o__Myxococcales","f__Anaeromyxobacteraceae","g__Anaeromyxobacter",NA,"0.8743347"
"3d8e386005020162e0f26230435316a9",1,0,1,0.304290309725092,0.01,"d__Bacteria","p__Myxococcota","c__Myxococcia","o__Myxococcales","f__Anaeromyxobacteraceae","g__Anaeromyxobacter",NA,"0.8254121"
"eb4fa4afc4a01fa3fd4e3f6c9e201664",1,0,1,0.272165526975909,0.01,"d__Bacteria","p__Myxococcota","c__Myxococcia","o__Myxococcales","f__Anaeromyxobacteraceae","g__Anaeromyxobacter","s__bacterium_enrichment","0.7817770"
"6c893f7bfceed4a6ecd0ed74d9b5b19c",1,0,1,0.544331053951817,0.005,"d__Bacteria","p__Myxococcota","c__Myxococcia","o__Myxococcales","f__Anaeromyxobacteraceae","g__Anaeromyxobacter","s__metagenome","0.8769374"
"7949bd29e44bd5f6a540532a8b795417",0,1,2,0.350982059081517,0.01,"d__Bacteria","p__Myxococcota","c__Myxococcia","o__Myxococcales","f__Anaeromyxobacteraceae","g__Anaeromyxobacter","s__uncultured_proteobacterium","0.9014108"
"f7d64782bfb068c49ef77030494f5c7f",0,1,2,0.361157559257308,0.01,"d__Bacteria","p__Myxococcota","c__Myxococcia","o__Myxococcales","f__Anaeromyxobacteraceae","g__Anaeromyxobacter",NA,"0.9731942"
"d7c91d0530a20264b24459bc820b0ec0",0,1,2,0.350982059081517,0.025,"d__Bacteria","p__Myxococcota","c__Myxococcia","o__Myxococcales","f__Anaeromyxobacteraceae","g__Anaeromyxobacter",NA,"0.7227122"
"d089b003ebbe3e3060a903eae8c8a6fc",0,1,2,0.468807876046285,0.01,"d__Bacteria","p__Myxococcota","c__Myxococcia","o__Myxococcales","f__Anaeromyxobacteraceae","g__Anaeromyxobacter","s__uncultured_proteobacterium","0.7965446"
"349ad305cb91c865938e5ea5670d447b",1,0,1,0.304290309725092,0.005,"d__Bacteria","p__Myxococcota","c__Myxococcia","o__Myxococcales","f__Anaeromyxobacteraceae","g__Anaeromyxobacter",NA,"0.8632774"
"861c6f2020b74223fa9311981ea09a6c",0,1,2,0.318511028635303,0.04,"d__Bacteria","p__Myxococcota","c__Myxococcia","o__Myxococcales","f__Anaeromyxobacteraceae","g__Anaeromyxobacter",NA,"0.8251908"
"a708d23a21970812bbef4c433b87fd7b",0,1,2,0.390094748802747,0.01,"d__Bacteria","p__Myxococcota","c__Myxococcia","o__Myxococcales","f__Anaeromyxobacteraceae","g__Anaeromyxobacter",NA,"0.9099098"
"7871072f5a953708618d319fb2ba9f73",1,0,1,0.235702260395516,0.045,"d__Bacteria","p__Myxococcota","c__Myxococcia","o__Myxococcales","f__Anaeromyxobacteraceae","g__Anaeromyxobacter",NA,"0.9055555"
"85868bb28bd6d7e4016de3003f9857c2",0,1,2,0.425172937154304,0.02,"d__Bacteria","p__Actinobacteriota","c__RBG-16-55-12","o__RBG-16-55-12","f__RBG-16-55-12","g__RBG-16-55-12",NA,"0.7016428"
"0e51d91cf4002d00f84c2bbf40ae78a5",1,0,1,0.304290309725092,0.005,"d__Bacteria","p__Actinobacteriota","c__RBG-16-55-12","o__RBG-16-55-12","f__RBG-16-55-12","g__RBG-16-55-12","s__Actinobacteria_bacterium","0.8309854"
"43a36a8b167971d785faa7e55e9b46c9",0,1,2,0.379394771935824,0.015,"d__Bacteria","p__Actinobacteriota","c__Thermoleophilia","o__Gaiellales","f__uncultured","g__uncultured","s__uncultured_Actinomycetales","0.9984401"
"eeb7dda3ce9791d278b4d845bd90d6e3",0,1,2,0.751778128104715,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium","s__uncultured_Myxococcales","0.9008101"
"1a450432d9deca1d1db8aeaa7149dd67",1,0,1,0.235702260395516,0.035,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium","s__uncultured_proteobacterium","0.7601191"
"169ed696a1a09c7b76c5f65e7d48417e",1,0,1,0.411946681150609,0.025,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.7954996"
"18afb5d0007bfebba0b9848d4acbb9b6",1,0,1,0.45133546692422,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9669498"
"6b998b0c43a909b5e3227b9b6d8aa3f4",1,0,1,0.231244284493749,0.015,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9214178"
"ff69c4dca8fdef31d89ab97e7f2b5179",1,0,1,0.388665890774586,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9567690"
"5bd11c0bd0af463bf8b60e0e4b35fc90",1,0,1,0.413322041523508,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9690471"
"de8afd8279f72e7611b3776cf0382dd7",0,1,2,0.329690236697893,0.015,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.8466790"
"2becff444c9d0a0f465db22131ad202b",1,0,1,0.304290309725092,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9406868"
"c6cc6d76608c6da00080ddff7ba49af1",1,0,1,0.266673586646803,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.7985819"
"8abebbdef3ac2ac9c5305fc909921802",1,0,1,0.276373920498776,0.025,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.8984319"
"213ff67bd1def6c1204304852100e776",1,0,1,0.235702260395516,0.03,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium","s__uncultured_soil","0.9364077"
"02999068cb5eecd540455d52678604f0",1,0,1,0.235702260395516,0.025,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium","s__uncultured_soil","0.8785756"
"0f9196c46634091741a609c1abe05387",1,0,1,0.229354122178577,0.03,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9664438"
"fc01c182dfe83e01249e883467953317",0,1,2,0.326954318614116,0.035,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9882985"
"cc00074e98629921deac43fce3b11ce4",0,1,2,0.550769750035998,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9192638"
"bf2ff3773e30837772f5886253aabcbf",1,0,1,0.235702260395516,0.03,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9406805"
"abec176c58072b275e9db6668fd947db",1,0,1,0.235702260395516,0.03,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.8059156"
"303ab624dcd9aa3942399e14897aa838",1,0,1,0.467379150963682,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.8829722"
"fe0e3ce999c7e8a4dad704476a23b855",1,0,1,0.235702260395516,0.02,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.8312726"
"31708c28c8eba0a6aae3a2dad73fdba9",1,0,1,0.235702260395516,0.035,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.8621453"
"b0deba1bfec2b82a479800a36b212602",1,0,1,0.333333333333333,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9269012"
"10fea7e34099c5c3546fb2599217f7b0",1,0,1,0.192450089729875,0.035,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9239927"
"ef8abc214785be202271f04747bf6875",1,0,1,0.304290309725092,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9199252"
"4459d8838d587c7a2447dc4499ede172",1,0,1,0.333333333333333,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9650470"
"c44bfe9a61f9f74a0e71a87ed84215fe",1,0,1,0.272165526975909,0.01,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.8844277"
"0b04f31b5a09b2c4d1c01d48f1b5240e",0,1,2,0.450564647582416,0.01,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9289171"
"2f00cc1d60a2456be4a61cb004d54bc1",0,1,2,0.353056605439347,0.035,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.8328344"
"68c0b4d71b1a5163c3e3f9c81100598f",0,1,2,0.575675509462571,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.8635446"
"2df4d4908c4819fafb44ce11239f6730",0,1,2,0.458415671128542,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9625271"
"128b4f658794b1d21a7e0a3640b15ee8",0,1,2,0.314556184531825,0.035,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9752865"
"388ccb21f68551fce888a71d3e1ebba9",1,0,1,0.266245394560184,0.01,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9776642"
"a4034245029f21b0b68803d41c5bfa79",0,1,2,0.372357886808297,0.03,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9153244"
"527fcb8dd423b7c72867dd77a8a4d6f2",0,1,2,0.318511028635303,0.02,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9691258"
"90cbae82eff8c123809e4584162b090d",0,1,2,0.588764753953161,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9674791"
"2ad66409fea2ee2d5567f8ee003d5539",0,1,2,0.362146332799448,0.01,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9718815"
"5bea84ac5709d6a7ac7b552bbdb2e8f4",0,1,2,0.477385843411561,0.01,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium","s__uncultured_sludge","0.7713735"
"52c528e0e0c3ed3eb7c050906dec2aae",0,1,2,0.421833173321402,0.02,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium","s__uncultured_sludge","0.9985484"
"5cb2210f1b3e25123bd1f0d126c78687",0,1,2,0.350982059081517,0.01,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.8949587"
"4ff8853eb2af452f871094a29a0b9eba",0,1,2,0.377533256712189,0.01,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9520238"
"d18b466d6db941473ce11cebde58f0bf",0,1,2,0.302386164289348,0.045,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9313768"
"3cfba847e2d24274d85e84439cba7128",1,0,1,0.235702260395516,0.03,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9690674"
"33d4f0d5b1583b20cae96d368661923e",0,1,2,0.370354450690621,0.035,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9700175"
"bfc9a82354a2359ccbcc257ebac6f513",0,1,2,0.641266357175552,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9927816"
"38ddc889cdbdb567213ab72d335789d7",1,0,1,0.304290309725092,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9915393"
"d8eb8256f434e2bf731288e0ace70d78",1,0,1,0.228855558775669,0.045,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.8455134"
"40167cae7e6fca6938aca036eda4536b",1,0,1,0.408248290463863,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9304284"
"695e01758cae2f45a9a8b993fa8c31a5",1,0,1,0.235702260395516,0.015,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Saprospiraceae","g__Phaeodactylibacter","s__uncultured_Haliscomenobacter","0.8052853"
"8830b52824d270751a1d8616cf634a0d",0,1,2,0.442325868464691,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9424599"
"aafbaf83dc2a36818ce14b393a63340e",0,1,2,0.568811583912346,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9904079"
"fe46044a55abc140db64ba02c740459f",0,1,2,0.380693493813441,0.01,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9809630"
"54873f738d42600a7f0ccc158caba01b",1,0,1,0.2913732496248,0.015,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9906770"
"7d67d2e0838c6aa14f42ee9e4097b118",1,0,1,0.360041149911548,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9847844"
"1584891a2738ae20e5c998e71dc3ce3f",1,0,1,0.434815763266438,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium","s__myxobacterium_AT3-03","0.9542246"
"90551ecc8cc53d159522f4dabf144b6c",1,0,1,0.496093810439064,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium","s__myxobacterium_AT3-03","0.7053751"
"acd823dac370c53a4295f1e61a8e1427",1,0,1,0.304290309725092,0.01,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9421034"
"6802dfac56cb3cbbd7b14f1bad19c0f4",1,0,1,0.235702260395516,0.02,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9838077"
"d0333d7965cd0ab4269f0b75de44d1d9",1,0,1,0.230481872170378,0.02,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9917902"
"62ae639e8dd399c22af62d5e3b4f648f",0,1,2,0.361157559257308,0.01,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9484924"
"26d0388a0ed721885a55dd07d89d5198",1,0,1,0.333333333333333,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9858781"
"b70b8eb7f0680453cad6aed322c409fa",1,0,1,0.304290309725092,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9876233"
"646562409d74e4cf21ce93fdd09dfbfd",0,1,2,0.472880506458835,0.025,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium","s__uncultured_Kofleriaceae","0.8076400"
"0d5678bab68034d061c9ccbbb3d96f71",1,0,1,0.32482626226836,0.005,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9386044"
"5408e21da5f02d8933e83504cf81f2e9",1,0,1,0.279782156040845,0.025,"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","g__Haliangium",NA,"0.9659008"
